country,province,top_ten,style,color,sweetness,points,price,count
France,Provence,False,Blend,Red,Bone-Dry,94,36,1
Argentina,Mendoza Province,True,Varietal,,Bone-Dry,87,17,2
Portugal,Duriense,False,Blend,Red,Bone-Dry,90,24,1
Spain,Levante,False,Varietal,White,Sweet,86,10,1
Portugal,Alentejano,False,Varietal,,Dry,90,20,2
France,Bordeaux,True,Blend,Red,Bone-Dry,92,25,5
United States of America,Oregon,True,Blend,White,Off-Dry,92,22,1
Spain,Galicia,False,Blend,White,Bone-Dry,88,17,1
United States of America,Oregon,True,Varietal,Red,Bone-Dry,93,275,1
France,Champagne,False,Sparkling,Rosé,Dry,86,65,1
France,Beaujolais,False,Blend,Red,Bone-Dry,85,16,1
Argentina,Other,False,Varietal,White,Sweet,86,17,2
Spain,Northern Spain,True,Varietal,White,Dry,85,18,1
United States of America,California,True,Varietal,Rosé,Bone-Dry,92,19,1
Portugal,Alentejano,False,Blend,White,Very Sweet,86,18,1
Italy,Sicily & Sardinia,False,Varietal,Red,Dry,84,16,1
Chile,Cachapoal Valley,False,Varietal,Red,Bone-Dry,89,40,1
France,Burgundy,True,Varietal,Red,Dry,89,100,1
Portugal,Port,False,Varietal,Red,Sweet,94,75,1
Canada,Ontario,False,Varietal,Red,Bone-Dry,85,50,1
Croatia,Hvar,False,Varietal,,Bone-Dry,87,27,1
France,France Other,False,Varietal,Red,Bone-Dry,87,13,1
Italy,Central Italy,False,Blend,Red,Bone-Dry,88,40,1
Argentina,Mendoza Province,True,Blend,Red,Bone-Dry,87,12,1
Greece,Peloponnese,False,Blend,White,Bone-Dry,90,12,1
Spain,Northern Spain,True,Blend,Red,Dry,85,14,3
United States of America,California,True,Varietal,White,Dry,92,12,1
South Africa,Western Cape,False,Blend,White,Sweet,92,30,1
Spain,Northern Spain,True,Varietal,Red,Sweet,95,90,1
United States of America,California,True,Varietal,Red,Dry,89,49,5
United States of America,California,True,Blend,Red,Dry,85,39,1
France,Bordeaux,True,Blend,Red,Dry,92,35,1
Germany,Mosel,False,Varietal,White,Sweet,91,83,1
United States of America,Washington,True,Varietal,Red,Bone-Dry,89,38,14
France,Southwest France,False,Varietal,Rosé,Bone-Dry,86,9,1
Argentina,Mendoza Province,True,Varietal,Red,Bone-Dry,86,22,2
France,Bordeaux,True,Blend,Red,Sweet,95,163,2
Portugal,Vinho Espumante de Qualidade,False,Sparkling,White,Dry,89,40,1
United States of America,California,True,Sparkling,White,Off-Dry,96,44,1
Italy,Northeastern Italy,False,Varietal,White,Bone-Dry,89,32,3
Spain,Northern Spain,True,Blend,Red,Dry,89,30,1
United States of America,California,True,Blend,White,Bone-Dry,95,64,1
Spain,Levante,False,Blend,Red,Bone-Dry,88,13,1
Chile,Central Valley,False,Varietal,Red,Bone-Dry,85,20,1
Spain,Northern Spain,True,Varietal,Red,Dry,85,120,1
United States of America,California,True,Varietal,White,Dry,89,30,2
France,Bordeaux,True,Blend,Red,Dry,88,10,2
United States of America,California,True,Blend,Red,Sweet,86,29,1
United States of America,Washington,True,Varietal,Red,Dry,86,12,2
Argentina,Mendoza Province,True,Varietal,,Bone-Dry,81,11,1
Spain,Central Spain,False,Varietal,Red,Sweet,86,13,1
United States of America,Oregon,True,Varietal,White,Sweet,81,10,1
United States of America,California,True,Varietal,White,Bone-Dry,89,38,7
United States of America,New York,True,Blend,Red,Dry,86,20,1
Chile,Maipo Valley,False,Varietal,Red,Bone-Dry,86,25,1
Spain,Northern Spain,True,Blend,White,Sweet,85,11,1
France,Rhône Valley,False,Blend,White,Bone-Dry,85,16,1
United States of America,Washington,True,Varietal,Red,Bone-Dry,90,22,5
Germany,Mosel,False,Varietal,White,Sweet,87,33,2
Italy,Southern Italy,False,Blend,Red,Bone-Dry,91,20,1
France,Southwest France,False,Blend,White,Bone-Dry,86,16,2
United States of America,California,True,Blend,White,Sweet,82,16,1
Italy,Northeastern Italy,False,Blend,White,Bone-Dry,90,34,2
United States of America,California,True,Varietal,White,Bone-Dry,86,7,3
France,Burgundy,True,Varietal,White,Bone-Dry,89,23,1
Portugal,Douro,False,Varietal,Red,Very Sweet,93,30,1
Italy,Southern Italy,False,Varietal,,Bone-Dry,90,34,1
United States of America,California,True,Varietal,,Sweet,87,28,1
Italy,Veneto,False,Sparkling,White,Bone-Dry,87,22,1
Italy,Sicily & Sardinia,False,Varietal,Red,Bone-Dry,90,24,1
France,Bordeaux,True,Varietal,Red,Dry,88,45,1
Chile,Colchagua Valley,False,Varietal,White,Bone-Dry,84,23,1
France,Beaujolais,False,Varietal,Red,Sweet,87,19,1
Chile,Leyda Valley,False,Varietal,White,Bone-Dry,87,19,2
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,89,15,6
Germany,Mosel,False,Sparkling,White,Dry,93,38,1
Italy,Northeastern Italy,False,Varietal,Red,Bone-Dry,93,48,1
United States of America,California,True,Varietal,Red,Dry,87,14,8
Chile,Maule Valley,False,Varietal,Red,Bone-Dry,86,18,2
United States of America,Oregon,True,Varietal,Red,Bone-Dry,86,41,1
France,Loire Valley,False,Varietal,Red,Dry,90,30,4
United States of America,California,True,Varietal,White,Sweet,95,55,1
Portugal,Tejo,False,Varietal,,Dry,86,13,1
Australia,Victoria,False,Varietal,,Bone-Dry,87,25,1
France,Provence,False,Blend,Red,Bone-Dry,89,80,1
France,Languedoc-Roussillon,False,Blend,White,Sweet,90,29,1
South Africa,Stellenbosch,False,Varietal,Red,Sweet,92,38,1
Chile,Casablanca Valley,False,Varietal,White,Sweet,87,10,1
United States of America,Oregon,True,Varietal,Red,Bone-Dry,90,19,1
United States of America,Washington,True,Blend,Red,Bone-Dry,87,24,9
Chile,Colchagua Valley,False,Varietal,Red,Sweet,84,14,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,90,87,1
United States of America,Virginia,False,Blend,Red,Bone-Dry,88,40,1
Spain,Levante,False,Varietal,Red,Bone-Dry,88,25,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,93,60,19
Italy,Piedmont,True,Varietal,White,Bone-Dry,87,14,5
Argentina,Mendoza Province,True,Sparkling,White,Bone-Dry,87,23,1
United States of America,California,True,Varietal,Red,Dry,93,42,3
Italy,Central Italy,False,Varietal,White,Sweet,86,15,1
France,Loire Valley,False,Varietal,,Bone-Dry,84,11,1
Austria,Südsteiermark,False,Varietal,White,Bone-Dry,82,15,1
United States of America,California,True,Varietal,Red,Bone-Dry,92,175,4
Italy,Sicily & Sardinia,False,Blend,Red,Bone-Dry,89,19,1
Portugal,Douro,False,Varietal,Red,Bone-Dry,87,25,2
South Africa,Cederberg,False,Varietal,Red,Sweet,86,18,1
United States of America,California,True,Varietal,Red,Bone-Dry,89,64,1
Chile,Curicó Valley,False,Blend,Red,Bone-Dry,88,19,1
Spain,Levante,False,Blend,Red,Bone-Dry,88,24,1
United States of America,Oregon,True,Varietal,Red,Sweet,81,23,1
France,Provence,False,Varietal,Rosé,Bone-Dry,91,17,3
Austria,Kamptal,False,Varietal,White,Dry,91,17,1
France,Bordeaux,True,Blend,Red,Sweet,89,16,1
Spain,Catalonia,False,Sparkling,White,Dry,86,14,3
Portugal,Alentejano,False,Blend,White,Very Sweet,87,13,2
Portugal,Tejo,False,Varietal,Red,Bone-Dry,83,10,4
Spain,Galicia,False,Varietal,White,Bone-Dry,90,26,1
France,Southwest France,False,Varietal,Red,Sweet,92,20,1
Spain,Catalonia,False,Blend,Red,Bone-Dry,86,10,2
United States of America,California,True,Blend,White,Sweet,83,14,1
Australia,Western Australia,False,Blend,White,Bone-Dry,90,35,1
Portugal,Douro,False,Varietal,Red,Bone-Dry,92,25,8
New Zealand,Hawke's Bay,False,Blend,Red,Dry,87,22,2
Austria,Austria,False,Varietal,White,Dry,90,14,1
Spain,Northern Spain,True,Varietal,Red,Dry,85,11,3
Spain,Northern Spain,True,Varietal,Red,Dry,85,15,2
Italy,Central Italy,False,Blend,White,Bone-Dry,84,9,2
Italy,Northeastern Italy,False,Blend,White,Bone-Dry,90,40,2
Portugal,Alentejano,False,Varietal,Red,Bone-Dry,88,14,2
United States of America,Virginia,False,Varietal,Red,Bone-Dry,87,32,1
Chile,Peumo,False,Varietal,Red,Bone-Dry,91,200,1
France,Provence,False,Varietal,Rosé,Bone-Dry,91,16,1
Austria,Niederösterreich,False,Varietal,,Bone-Dry,89,19,2
France,Rhône Valley,False,Varietal,Red,Bone-Dry,90,15,1
United States of America,Oregon,True,Varietal,White,Off-Dry,92,18,1
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,84,23,2
United States of America,California,True,Varietal,Red,Bone-Dry,82,12,4
Italy,Northeastern Italy,False,Varietal,,Bone-Dry,88,28,3
Portugal,Alentejano,False,Blend,Red,Bone-Dry,91,20,1
Italy,Tuscany,True,Varietal,Red,Sweet,87,45,2
Italy,Central Italy,False,Blend,Red,Bone-Dry,91,49,1
United States of America,California,True,Blend,Red,Bone-Dry,83,28,1
Italy,Sicily & Sardinia,False,Varietal,Red,Dry,90,35,1
United States of America,New York,True,Varietal,Red,Sweet,92,19,1
France,Southwest France,False,Varietal,Rosé,Bone-Dry,85,15,1
Spain,Catalonia,False,Blend,White,Dry,86,12,1
United States of America,Oregon,True,Varietal,Red,Sweet,92,44,1
Argentina,Mendoza Province,True,Varietal,Red,Bone-Dry,85,17,9
New Zealand,Marlborough,False,Varietal,Red,Bone-Dry,88,80,1
United States of America,California,True,Varietal,Rosé,Dry,84,11,2
Portugal,Trás-os-Montes,False,Varietal,Red,Bone-Dry,89,30,1
United States of America,California,True,Blend,Red,Dry,92,32,1
France,Alsace,False,Sparkling,White,Dry,88,30,2
Italy,Tuscany,True,Varietal,Red,Bone-Dry,94,105,2
United States of America,Oregon,True,Varietal,Red,Sweet,90,55,1
United States of America,California,True,Varietal,White,Bone-Dry,91,62,1
Italy,Veneto,False,Varietal,White,Dry,88,26,1
United States of America,California,True,Varietal,Red,Bone-Dry,93,99,3
Australia,Western Australia,False,Blend,Red,Dry,90,34,1
France,Burgundy,True,Varietal,White,Bone-Dry,93,89,2
Italy,Sicily & Sardinia,False,Blend,Red,Bone-Dry,86,16,1
Italy,Sicily & Sardinia,False,Blend,White,Bone-Dry,85,22,1
France,Provence,False,Blend,Red,Bone-Dry,93,27,1
United States of America,California,True,Varietal,Red,Bone-Dry,94,50,46
United States of America,California,True,Varietal,Red,Bone-Dry,88,90,13
United States of America,California,True,Sparkling,White,Dry,91,45,2
Italy,Italy Other,False,Blend,White,Bone-Dry,88,41,1
United States of America,California,True,Varietal,Red,Sweet,87,49,1
United States of America,California,True,Blend,Red,Bone-Dry,88,41,3
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,90,100,1
United States of America,Washington,True,Blend,Red,Bone-Dry,90,69,2
Italy,Lombardy,False,Varietal,White,Bone-Dry,86,35,1
Italy,Piedmont,True,Sparkling,White,Dry,94,35,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,89,54,4
Spain,Northern Spain,True,Blend,Red,Bone-Dry,86,12,5
France,Loire Valley,False,Varietal,White,Dry,92,80,1
France,Loire Valley,False,Varietal,Rosé,Bone-Dry,84,24,1
Spain,Northern Spain,True,Blend,White,Bone-Dry,87,40,2
New Zealand,Marlborough,False,Varietal,White,Dry,93,25,1
Australia,Western Australia,False,Varietal,Red,Bone-Dry,89,22,2
France,Bordeaux,True,Varietal,White,Dry,90,20,1
Argentina,Mendoza Province,True,Sparkling,White,Dry,80,19,1
United States of America,Virginia,False,Varietal,White,Bone-Dry,85,25,7
Italy,Central Italy,False,Blend,White,Sweet,91,375,1
France,Alsace,False,Varietal,White,Off-Dry,86,16,1
Spain,Northern Spain,True,Blend,Red,Bone-Dry,86,18,4
United States of America,Oregon,True,Varietal,White,Sweet,86,14,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,93,67,2
Portugal,Dão,False,Blend,Red,Bone-Dry,88,18,2
United States of America,California,True,Blend,Red,Bone-Dry,88,125,2
France,Southwest France,False,Blend,Red,Dry,88,14,2
New Zealand,Marlborough,False,Varietal,White,Dry,89,16,3
United States of America,California,True,Varietal,Red,Sweet,88,48,7
France,Burgundy,True,Varietal,White,Bone-Dry,91,47,1
United States of America,Oregon,True,Varietal,Red,Bone-Dry,96,65,1
France,Provence,False,Blend,Red,Dry,86,27,1
Portugal,Douro,False,Varietal,Red,Bone-Dry,92,80,1
Italy,Central Italy,False,Varietal,White,Bone-Dry,86,19,1
Italy,Veneto,False,Varietal,Red,Sweet,88,40,2
United States of America,California,True,Varietal,Red,Dry,92,30,13
United States of America,Oregon,True,Varietal,White,Bone-Dry,83,15,4
United States of America,California,True,Varietal,White,Bone-Dry,91,64,2
Italy,Tuscany,True,Varietal,Red,Bone-Dry,88,55,13
Italy,Veneto,False,Blend,Red,Dry,88,42,1
France,Bordeaux,True,Varietal,Red,Dry,84,14,1
United States of America,California,True,Blend,Red,Bone-Dry,94,95,5
United States of America,California,True,Varietal,Red,Dry,89,100,2
France,Bordeaux,True,Varietal,Red,Bone-Dry,83,13,1
Italy,Tuscany,True,Blend,Red,Bone-Dry,85,21,1
Italy,Tuscany,True,Varietal,Red,Dry,86,39,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,90,132,1
United States of America,Washington,True,Varietal,Red,Sweet,91,32,1
Italy,Central Italy,False,Blend,Red,Dry,88,20,2
Italy,Tuscany,True,Varietal,,Off-Dry,85,25,1
United States of America,California,True,Varietal,Red,Bone-Dry,90,65,62
Portugal,Estremadura,False,Blend,Red,Bone-Dry,87,11,1
Austria,Südsteiermark,False,Varietal,White,Sweet,90,24,1
Germany,Mosel,False,Varietal,White,Off-Dry,87,17,2
Chile,Central Valley,False,Blend,Red,Bone-Dry,88,30,2
United States of America,America,False,Blend,Red,Off-Dry,85,10,1
Austria,Niederösterreich,False,Varietal,White,Dry,88,17,2
Chile,Colchagua Costa,False,Blend,Red,Bone-Dry,87,11,2
United States of America,California,True,Sparkling,Rosé,Dry,94,70,1
France,Alsace,False,Varietal,White,Sweet,89,78,1
France,Burgundy,True,Blend,Red,Bone-Dry,84,12,1
Chile,Curicó Valley,False,Varietal,Red,Bone-Dry,87,16,1
Portugal,Lisboa,False,Varietal,Red,Bone-Dry,87,15,4
Portugal,Tejo,False,Blend,Red,Bone-Dry,88,15,1
France,Provence,False,Blend,Red,Bone-Dry,91,37,1
United States of America,California,True,Varietal,Red,Dry,80,13,1
United States of America,New York,True,Varietal,,Dry,88,27,1
Chile,Limarí Valley,False,Blend,White,Bone-Dry,86,20,1
Spain,Northern Spain,True,Blend,Red,Bone-Dry,93,25,1
United States of America,California,True,Blend,Red,Sweet,93,67,1
France,Bordeaux,True,Blend,Red,Bone-Dry,91,85,1
Spain,Northern Spain,True,Varietal,White,Dry,84,9,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,93,99,3
France,Languedoc-Roussillon,False,Varietal,,Bone-Dry,87,12,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,90,300,3
United States of America,California,True,Varietal,Red,Dry,82,16,3
Germany,Mosel,False,Blend,White,Off-Dry,88,10,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,91,110,1
Chile,Curicó Valley,False,Varietal,White,Bone-Dry,90,19,1
Italy,Central Italy,False,Blend,White,Bone-Dry,85,18,2
Italy,Northeastern Italy,False,Varietal,Red,Bone-Dry,85,9,1
United States of America,California,True,Blend,Red,Bone-Dry,96,110,1
Australia,Western Australia,False,Blend,Red,Bone-Dry,84,10,1
Spain,Northern Spain,True,Varietal,White,Bone-Dry,84,17,2
United States of America,California,True,Varietal,Red,Dry,88,12,6
Portugal,Alentejano,False,Varietal,,Dry,91,14,1
Chile,Leyda Valley,False,Varietal,White,Bone-Dry,86,16,2
Chile,Maipo Valley,False,Varietal,Red,Bone-Dry,84,16,1
