country,province,top_ten,style,color,sweetness,points,price,count
France,Bordeaux,True,Blend,Red,Bone-Dry,95,350,1
Argentina,Mendoza Province,True,Varietal,Red,Sweet,86,9,1
Chile,Maipo Valley,False,Varietal,Red,Bone-Dry,80,12,2
United States of America,Washington,True,Varietal,White,Bone-Dry,91,45,2
France,Southwest France,False,Varietal,Red,Bone-Dry,95,68,1
Italy,Central Italy,False,Varietal,,Bone-Dry,87,14,3
France,Rhône Valley,False,Blend,Red,Bone-Dry,89,34,2
United States of America,Oregon,True,Blend,White,Bone-Dry,92,28,2
Argentina,Mendoza Province,True,Sparkling,White,Bone-Dry,86,16,1
United States of America,California,True,Varietal,White,Off-Dry,83,13,1
United States of America,California,True,Varietal,Red,Dry,94,70,8
France,Burgundy,True,Varietal,Red,Bone-Dry,92,54,1
Italy,Central Italy,False,Varietal,,Bone-Dry,89,39,1
United States of America,California,True,Varietal,Red,Dry,90,35,39
Chile,Colchagua Valley,False,Varietal,Red,Bone-Dry,92,24,1
Australia,New South Wales,False,Varietal,White,Bone-Dry,85,17,1
United States of America,Washington,True,Blend,Red,Bone-Dry,85,18,2
Italy,Central Italy,False,Varietal,,Bone-Dry,86,11,3
Spain,Central Spain,False,Varietal,Red,Dry,87,9,2
Germany,Württemberg,False,Varietal,,Bone-Dry,88,26,1
New Zealand,Marlborough,False,Varietal,White,Off-Dry,90,16,1
Portugal,Douro,False,Varietal,Red,Dry,87,13,4
United States of America,California,True,Varietal,,Sweet,83,25,1
Austria,Niederösterreich,False,Varietal,Red,Bone-Dry,85,10,1
Spain,Catalonia,False,Sparkling,White,Bone-Dry,87,15,1
France,Bordeaux,True,Blend,Red,Bone-Dry,88,14,13
Italy,Tuscany,True,Varietal,,Bone-Dry,88,60,2
Italy,Tuscany,True,Blend,Red,Bone-Dry,90,22,5
United States of America,Oregon,True,Varietal,Red,Dry,86,25,3
Austria,Kremstal,False,Varietal,White,Bone-Dry,87,19,1
Italy,Tuscany,True,Blend,Red,Bone-Dry,88,33,3
Italy,Veneto,False,Varietal,White,Dry,88,19,5
United States of America,California,True,Varietal,White,Bone-Dry,85,55,2
Portugal,Palmela,False,Varietal,Red,Dry,85,10,1
Portugal,Tejo,False,Varietal,Rosé,Bone-Dry,81,12,1
Austria,Kremstal,False,Varietal,White,Dry,92,20,2
France,Rhône Valley,False,Blend,White,Dry,91,95,1
Italy,Tuscany,True,Varietal,Red,Sweet,89,44,1
Italy,Veneto,False,Varietal,White,Dry,90,40,1
United States of America,California,True,Varietal,Rosé,Bone-Dry,87,13,3
Portugal,Lisboa,False,Varietal,Red,Dry,93,40,1
Spain,Northern Spain,True,Varietal,White,Bone-Dry,86,18,1
Portugal,Douro,False,Varietal,Red,Bone-Dry,90,22,2
Spain,Northern Spain,True,Blend,Red,Bone-Dry,85,80,1
Spain,Northern Spain,True,Varietal,Rosé,Dry,85,10,4
United States of America,California,True,Varietal,White,Dry,91,40,4
Austria,Wachau,False,Varietal,White,Bone-Dry,92,29,1
France,France Other,False,Varietal,,Sweet,86,9,1
France,Rhône Valley,False,Blend,White,Bone-Dry,90,15,1
Argentina,Mendoza Province,True,Blend,White,Bone-Dry,86,15,1
United States of America,California,True,Varietal,Red,Bone-Dry,96,40,3
Portugal,Lisboa,False,Varietal,Red,Bone-Dry,86,12,2
Spain,Northern Spain,True,Blend,Red,Bone-Dry,89,18,2
United States of America,Oregon,True,Varietal,Red,Sweet,92,100,1
Italy,Lombardy,False,Sparkling,White,Dry,90,31,1
United States of America,New York,True,Varietal,White,Sweet,85,13,2
United States of America,Oregon,True,Blend,Red,Sweet,88,29,1
France,Alsace,False,Varietal,White,Off-Dry,90,34,1
Austria,Kamptal,False,Varietal,White,Bone-Dry,91,14,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,82,16,1
Italy,Sicily & Sardinia,False,Varietal,Red,Dry,86,12,10
Chile,Colchagua Valley,False,Varietal,Red,Bone-Dry,90,24,2
Italy,Tuscany,True,Blend,Red,Bone-Dry,89,19,6
United States of America,California,True,Blend,White,Bone-Dry,94,74,1
United States of America,Oregon,True,Varietal,White,Bone-Dry,89,35,3
Italy,Veneto,False,Varietal,Red,Bone-Dry,88,30,2
Italy,Central Italy,False,Varietal,,Bone-Dry,84,11,1
France,Languedoc-Roussillon,False,Varietal,Rosé,Bone-Dry,86,9,1
Spain,Northern Spain,True,Blend,Red,Dry,88,20,4
Argentina,Mendoza Province,True,Blend,Red,Bone-Dry,86,11,1
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,83,24,1
Argentina,Mendoza Province,True,Blend,Red,Dry,88,18,2
United States of America,California,True,Varietal,Red,Dry,86,28,23
France,Loire Valley,False,Varietal,White,Bone-Dry,84,20,1
Portugal,Douro,False,Varietal,Red,Dry,89,28,2
United States of America,Oregon,True,Varietal,Rosé,Dry,90,50,2
Italy,Veneto,False,Varietal,,Bone-Dry,85,10,5
France,Beaujolais,False,Varietal,Red,Bone-Dry,92,26,2
Germany,Mosel,False,Varietal,White,Sweet,94,58,1
France,Southwest France,False,Varietal,White,Bone-Dry,85,9,3
Argentina,Mendoza Province,True,Varietal,,Bone-Dry,89,19,1
Portugal,Douro,False,Varietal,Red,Bone-Dry,87,30,1
Portugal,Lisboa,False,Varietal,Rosé,Bone-Dry,83,7,1
Austria,Niederösterreich,False,Varietal,,Bone-Dry,86,15,3
Italy,Veneto,False,Blend,Red,Dry,89,49,2
Austria,Niederösterreich,False,Varietal,White,Dry,90,16,4
France,Southwest France,False,Blend,White,Bone-Dry,85,12,6
Chile,Colchagua Valley,False,Varietal,Red,Dry,87,12,2
United States of America,Washington,True,Blend,Red,Bone-Dry,90,41,1
United States of America,California,True,Blend,,Bone-Dry,91,28,1
Spain,Central Spain,False,Varietal,Red,Dry,84,20,1
France,Alsace,False,Varietal,White,Dry,85,17,5
United States of America,Colorado,False,Varietal,Red,Bone-Dry,88,30,1
United States of America,Washington,True,Varietal,Red,Bone-Dry,85,12,4
United States of America,Oregon,True,Blend,Red,Bone-Dry,87,16,1
Italy,Central Italy,False,Varietal,,Bone-Dry,93,22,1
France,France Other,False,Sparkling,White,Bone-Dry,88,25,1
Argentina,Mendoza Province,True,Varietal,Rosé,Dry,85,8,1
South Africa,Simonsberg-Paarl,False,Varietal,White,Bone-Dry,85,15,1
France,Burgundy,True,Varietal,Red,Bone-Dry,94,52,1
United States of America,Oregon,True,Varietal,White,Bone-Dry,84,12,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,89,89,2
France,Champagne,False,Sparkling,Rosé,Dry,87,75,1
Chile,Limarí Valley,False,Varietal,White,Bone-Dry,87,30,1
France,Rhône Valley,False,Varietal,Rosé,Bone-Dry,88,18,1
Greece,Santorini,False,Blend,White,Bone-Dry,85,19,1
Portugal,Tejo,False,Varietal,White,Very Sweet,85,9,2
France,Languedoc-Roussillon,False,Blend,Red,Sweet,88,13,1
France,Provence,False,Varietal,Rosé,Bone-Dry,83,10,2
Germany,Mosel,False,Varietal,White,Off-Dry,92,18,1
United States of America,California,True,Blend,Red,Sweet,83,65,1
United States of America,California,True,Varietal,Red,Bone-Dry,90,14,6
Hungary,Villány,False,Varietal,Red,Bone-Dry,90,25,1
France,Southwest France,False,Varietal,Red,Dry,88,22,1
Argentina,Mendoza Province,True,Varietal,Red,Bone-Dry,81,6,1
Argentina,Mendoza Province,True,Varietal,Red,Dry,88,14,1
Italy,Veneto,False,Varietal,Red,Bone-Dry,90,26,1
United States of America,Oregon,True,Varietal,Red,Bone-Dry,90,38,13
United States of America,California,True,Varietal,White,Bone-Dry,84,16,6
Germany,Mosel,False,Varietal,White,Sweet,90,25,3
France,Bordeaux,True,Blend,Red,Bone-Dry,91,58,1
Austria,Wachau,False,Varietal,White,Dry,85,24,1
Italy,Tuscany,True,Blend,Red,Dry,87,38,1
France,Loire Valley,False,Varietal,Rosé,Sweet,84,11,2
Australia,South Australia,False,Varietal,Red,Bone-Dry,91,38,1
France,Alsace,False,Varietal,,Bone-Dry,85,20,1
Germany,Mosel,False,Varietal,White,Sweet,88,17,3
United States of America,California,True,Blend,White,Sweet,88,13,1
Argentina,Other,False,Blend,Red,Bone-Dry,90,33,1
France,Champagne,False,Sparkling,White,Dry,87,38,1
United States of America,Washington,True,Varietal,Red,Bone-Dry,93,85,2
Portugal,Tejo,False,Varietal,Red,Bone-Dry,90,20,3
France,Burgundy,True,Varietal,Red,Bone-Dry,84,16,2
United States of America,Washington,True,Varietal,White,Dry,91,17,1
United States of America,Oregon,True,Blend,Red,Bone-Dry,85,27,1
United States of America,New York,True,Varietal,Red,Bone-Dry,85,29,1
Australia,South Australia,False,Varietal,White,Bone-Dry,90,19,2
Chile,Leyda Valley,False,Varietal,White,Bone-Dry,91,40,1
Italy,Lombardy,False,Varietal,White,Bone-Dry,89,54,1
United States of America,Oregon,True,Varietal,White,Dry,91,29,1
Austria,Traisental,False,Varietal,White,Dry,93,50,1
Italy,Veneto,False,Varietal,White,Dry,90,35,1
United States of America,California,True,Blend,Red,Bone-Dry,91,42,15
United States of America,California,True,Varietal,White,Sweet,93,42,1
Austria,Eisenberg,False,Varietal,,Bone-Dry,93,29,1
Portugal,Douro,False,Varietal,Red,Bone-Dry,86,32,1
United States of America,Virginia,False,Blend,Red,Bone-Dry,90,20,1
France,Provence,False,Blend,Red,Bone-Dry,85,18,1
United States of America,New York,True,Varietal,,Dry,88,25,1
Chile,Colchagua Valley,False,Varietal,Red,Bone-Dry,90,60,1
Portugal,Port,False,Varietal,Red,Bone-Dry,87,30,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,92,49,6
France,Rhône Valley,False,Blend,Red,Bone-Dry,86,16,2
United States of America,Washington,True,Varietal,Red,Bone-Dry,88,60,5
Portugal,Península de Setúbal,False,Varietal,White,Very Sweet,85,22,1
Chile,Central Valley,False,Blend,Red,Bone-Dry,81,11,1
United States of America,California,True,Blend,Red,Bone-Dry,88,58,3
Chile,Colchagua Valley,False,Varietal,Red,Bone-Dry,82,10,1
France,Alsace,False,Varietal,White,Bone-Dry,89,36,2
United States of America,Oregon,True,Varietal,Rosé,Sweet,87,20,1
New Zealand,Waipara,False,Varietal,White,Bone-Dry,92,29,1
Italy,Veneto,False,Varietal,Red,Semi-Sweet,88,15,1
Argentina,Mendoza Province,True,Blend,Red,Bone-Dry,86,25,2
Austria,Wachau,False,Varietal,White,Sweet,92,80,1
Argentina,Mendoza Province,True,Varietal,White,Bone-Dry,87,8,1
France,Rhône Valley,False,Blend,Red,Bone-Dry,87,60,1
United States of America,Oregon,True,Varietal,Red,Dry,91,25,2
United States of America,Virginia,False,Varietal,White,Bone-Dry,87,30,1
United States of America,Oregon,True,Blend,Red,Bone-Dry,89,40,5
Chile,Leyda Valley,False,Varietal,White,Bone-Dry,85,40,1
United States of America,Oregon,True,Varietal,White,Bone-Dry,91,29,8
United States of America,California,True,Varietal,Red,Bone-Dry,90,60,53
Italy,Veneto,False,Blend,Red,Bone-Dry,88,30,2
Italy,Sicily & Sardinia,False,Varietal,Red,Dry,89,39,2
Australia,Victoria,False,Varietal,Red,Bone-Dry,92,40,1
United States of America,Virginia,False,Blend,Red,Dry,89,50,1
Austria,Burgenland,False,Varietal,,Sweet,88,15,2
United States of America,Oregon,True,Sparkling,White,Off-Dry,88,15,1
United States of America,California,True,Varietal,White,Bone-Dry,85,48,3
United States of America,Washington,True,Blend,White,Sweet,87,15,1
United States of America,California,True,Blend,White,Sweet,86,13,1
France,Alsace,False,Sparkling,Rosé,Off-Dry,89,17,1
Chile,Colchagua Valley,False,Varietal,Red,Bone-Dry,87,10,5
United States of America,California,True,Varietal,White,Bone-Dry,94,20,1
France,Burgundy,True,Varietal,White,Bone-Dry,86,60,2
United States of America,California,True,Varietal,Rosé,Sweet,85,15,2
Portugal,Douro,False,Varietal,White,Dry,87,10,1
France,Burgundy,True,Varietal,White,Bone-Dry,95,520,1
France,Southwest France,False,Varietal,Red,Bone-Dry,94,55,3
France,Provence,False,Varietal,Rosé,Sweet,84,17,1
United States of America,California,True,Blend,White,Bone-Dry,86,10,1
Austria,Wachau,False,Varietal,White,Dry,94,46,1
Spain,Northern Spain,True,Blend,Red,Bone-Dry,93,27,1
Italy,Northeastern Italy,False,Varietal,,Bone-Dry,89,45,2
United States of America,Washington,True,Blend,Red,Sweet,84,10,1
United States of America,Oregon,True,Varietal,Red,Bone-Dry,88,100,4
Italy,Veneto,False,Varietal,White,Dry,85,19,7
United States of America,California,True,Varietal,White,Bone-Dry,90,18,31
United States of America,Oregon,True,Varietal,White,Bone-Dry,95,49,1
France,Bordeaux,True,Blend,Red,Dry,93,100,1
United States of America,California,True,Blend,Red,Dry,86,22,3
Italy,Lombardy,False,Varietal,,Bone-Dry,84,13,1
Italy,Piedmont,True,Varietal,White,Bone-Dry,89,18,1
New Zealand,New Zealand,False,Varietal,White,Dry,88,15,2
United States of America,California,True,Varietal,Red,Dry,85,18,21
United States of America,Oregon,True,Varietal,Red,Sweet,89,22,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,92,80,7
Portugal,Port,False,Varietal,Red,Bone-Dry,90,23,1
United States of America,California,True,Varietal,White,Bone-Dry,90,25,55
Chile,Maule Valley,False,Varietal,White,Bone-Dry,84,6,1
France,Champagne,False,Sparkling,Rosé,Dry,92,100,1
New Zealand,Marlborough,False,Varietal,White,Bone-Dry,92,40,1
United States of America,Washington,True,Varietal,Red,Dry,86,41,1
Hungary,Tokaji,False,Varietal,,Bone-Dry,90,54,1
United States of America,California,True,Varietal,Red,Bone-Dry,87,9,1
United States of America,California,True,Varietal,Red,Dry,87,9,1
United States of America,Oregon,True,Blend,Red,Bone-Dry,94,62,1
United States of America,California,True,Blend,White,Bone-Dry,91,46,1
France,Champagne,False,Sparkling,White,Dry,94,103,1
France,Languedoc-Roussillon,False,Blend,White,Bone-Dry,86,13,1
Portugal,Tejo,False,Varietal,Red,Bone-Dry,91,20,1
United States of America,Oregon,True,Blend,Red,Bone-Dry,90,16,2
United States of America,California,True,Sparkling,White,Dry,92,38,1
United States of America,Washington,True,Blend,Red,Bone-Dry,88,42,2
United States of America,Washington,True,Blend,Red,Bone-Dry,94,52,1
Italy,Piedmont,True,Varietal,White,Bone-Dry,86,21,1
Spain,Central Spain,False,Varietal,Red,Dry,83,15,1
United States of America,Washington,True,Blend,Red,Dry,91,60,1
Chile,Leyda Valley,False,Varietal,White,Bone-Dry,85,16,1
France,Loire Valley,False,Blend,White,Dry,91,25,1
Austria,Austria,False,Blend,White,Bone-Dry,83,23,1
United States of America,New York,True,Blend,Red,Bone-Dry,92,43,1
Germany,Rheingau,False,Varietal,White,Bone-Dry,87,70,1
Italy,Sicily & Sardinia,False,Blend,Red,Bone-Dry,93,96,1
Italy,Veneto,False,Blend,Red,Bone-Dry,88,28,1
Argentina,Other,False,Varietal,Red,Bone-Dry,86,11,2
France,Alsace,False,Varietal,White,Sweet,94,57,1
Chile,Bío Bío Valley,False,Varietal,Red,Sweet,84,16,1
United States of America,Washington,True,Varietal,White,Bone-Dry,86,26,1
Australia,South Australia,False,Varietal,Rosé,Dry,88,15,1
Germany,Rheinhessen,False,Varietal,White,Bone-Dry,92,55,1
France,Burgundy,True,Varietal,White,Bone-Dry,91,29,4
Portugal,Tejo,False,Varietal,Red,Bone-Dry,88,22,1
United States of America,Washington,True,Varietal,White,Bone-Dry,91,18,6
United States of America,Washington,True,Blend,Red,Bone-Dry,91,29,10
United States of America,California,True,Blend,Red,Bone-Dry,93,95,1
Italy,Piedmont,True,Blend,Red,Bone-Dry,87,19,1
France,Champagne,False,Sparkling,Rosé,Dry,88,43,2
South Africa,Jonkershoek Valley,False,Varietal,Red,Sweet,91,42,1
Portugal,Alentejano,False,Varietal,Red,Bone-Dry,92,158,1
Italy,Lombardy,False,Varietal,Red,Bone-Dry,90,48,1
Argentina,Mendoza Province,True,Varietal,White,Bone-Dry,87,45,2
France,Bordeaux,True,Blend,Red,Sweet,84,25,1
Italy,Veneto,False,Varietal,White,Bone-Dry,85,23,1
France,Burgundy,True,Varietal,White,Bone-Dry,89,26,6
United States of America,New York,True,Varietal,White,Off-Dry,83,20,2
United States of America,California,True,Blend,Red,Dry,92,30,1
United States of America,Oregon,True,Varietal,Red,Bone-Dry,89,30,22
United States of America,California,True,Varietal,,Dry,87,40,1
France,Alsace,False,Varietal,White,Bone-Dry,90,34,2
Portugal,Vinho Verde,False,Varietal,White,Bone-Dry,82,10,1
South Africa,Coastal Region,False,Varietal,Red,Dry,87,35,3
France,Burgundy,True,Varietal,Red,Bone-Dry,86,19,4
Italy,Southern Italy,False,Blend,Red,Sweet,86,16,1
United States of America,California,True,Blend,Red,Bone-Dry,93,42,4
United States of America,Washington,True,Blend,Red,Bone-Dry,91,21,1
United States of America,New York,True,Sparkling,White,Dry,88,25,1
United States of America,Virginia,False,Blend,Red,Bone-Dry,84,32,1
United Kingdom,England,False,Varietal,White,Bone-Dry,94,80,1
Italy,Sicily & Sardinia,False,Varietal,White,Bone-Dry,89,30,1
United States of America,New York,True,Varietal,White,Bone-Dry,88,25,7
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,83,14,2
France,Southwest France,False,Blend,White,Bone-Dry,90,22,3
Chile,Colchagua Valley,False,Blend,Red,Bone-Dry,94,92,1
Italy,Sicily & Sardinia,False,Varietal,,Bone-Dry,92,43,1
Chile,Limarí Valley,False,Varietal,,Sweet,89,9,1
Canada,British Columbia,False,Varietal,Red,Bone-Dry,92,21,1
Italy,Veneto,False,Sparkling,White,Off-Dry,87,13,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,91,29,1
Italy,Sicily & Sardinia,False,Varietal,,Bone-Dry,93,55,1
Argentina,Mendoza Province,True,Varietal,Red,Sweet,84,15,4
France,Southwest France,False,Varietal,,Bone-Dry,92,25,1
Austria,Kremstal,False,Varietal,White,Dry,93,60,2
United States of America,California,True,Varietal,White,Semi-Sweet,85,40,1
Spain,Northern Spain,True,Blend,Red,Bone-Dry,94,190,1
Australia,Victoria,False,Varietal,Red,Bone-Dry,92,70,1
France,Alsace,False,Varietal,White,Bone-Dry,89,30,4
Spain,Northern Spain,True,Blend,Red,Bone-Dry,88,14,2
United States of America,California,True,Blend,Red,Bone-Dry,89,26,5
Italy,Sicily & Sardinia,False,Blend,Red,Bone-Dry,94,40,2
Austria,Thermenregion,False,Varietal,Red,Bone-Dry,92,24,1
Australia,Australia Other,False,Varietal,White,Bone-Dry,90,13,1
United States of America,California,True,Varietal,Red,Dry,86,80,2
Spain,Northern Spain,True,Varietal,,Bone-Dry,87,23,2
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,82,19,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,87,27,4
Germany,Rheingau,False,Varietal,,Bone-Dry,89,37,1
Germany,Mosel,False,Varietal,White,Semi-Sweet,91,23,1
Italy,Piedmont,True,Blend,White,Dry,85,10,1
United States of America,California,True,Varietal,White,Dry,85,14,5
United States of America,California,True,Sparkling,Red,Bone-Dry,92,33,1
Australia,South Australia,False,Varietal,Red,Bone-Dry,87,30,5
United States of America,California,True,Varietal,White,Dry,91,64,2
Argentina,Mendoza Province,True,Blend,Red,Bone-Dry,86,10,1
Croatia,Korčula,False,Varietal,White,Bone-Dry,86,25,1
United States of America,Virginia,False,Varietal,White,Bone-Dry,83,22,1
United States of America,California,True,Varietal,Red,Dry,88,10,5
United States of America,Washington,True,Varietal,Red,Bone-Dry,87,40,22
France,Alsace,False,Sparkling,White,Dry,84,16,1
Portugal,Port,False,Varietal,Red,Very Sweet,92,80,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,93,132,1
Italy,Veneto,False,Varietal,White,Bone-Dry,88,17,2
France,Champagne,False,Sparkling,White,Dry,85,60,1
France,Beaujolais,False,Varietal,Red,Bone-Dry,87,25,3
United States of America,California,True,Sparkling,Rosé,Sweet,89,23,1
United States of America,California,True,Varietal,White,Bone-Dry,83,30,4
Argentina,Mendoza Province,True,Varietal,Red,Bone-Dry,91,21,1
France,Bordeaux,True,Blend,Red,Bone-Dry,91,70,2
Spain,Northern Spain,True,Blend,White,Bone-Dry,87,28,1
United States of America,California,True,Sparkling,Rosé,Sweet,86,22,1
Chile,San Antonio,False,Varietal,White,Sweet,87,13,1
Portugal,Lisboa,False,Varietal,Rosé,Bone-Dry,85,10,4
United States of America,California,True,Blend,White,Sweet,88,11,1
Chile,Colchagua Valley,False,Blend,Red,Bone-Dry,87,13,1
United States of America,Washington,True,Blend,Red,Bone-Dry,86,24,4
Austria,Wachau,False,Varietal,,Dry,89,18,2
Austria,Österreichischer Sekt,False,Varietal,Rosé,Bone-Dry,88,32,1
Spain,Catalonia,False,Sparkling,White,Bone-Dry,90,36,5
United States of America,California,True,Varietal,Red,Sweet,93,47,2
Argentina,Mendoza Province,True,Varietal,Rosé,Bone-Dry,87,22,1
Australia,Victoria,False,Varietal,White,Bone-Dry,82,30,1
Italy,Piedmont,True,Blend,Red,Bone-Dry,95,55,1
United States of America,California,True,Varietal,Red,Bone-Dry,85,28,24
Italy,Sicily & Sardinia,False,Blend,Red,Bone-Dry,88,25,4
United States of America,California,True,Sparkling,White,Dry,93,75,2
United States of America,California,True,Varietal,White,Dry,94,38,1
France,Burgundy,True,Varietal,White,Bone-Dry,87,15,9
France,Southwest France,False,Varietal,Red,Bone-Dry,91,40,1
United States of America,New York,True,Blend,White,Sweet,85,12,1
Chile,Colchagua Valley,False,Varietal,Red,Bone-Dry,90,15,1
France,Rhône Valley,False,Varietal,Red,Bone-Dry,89,15,2
Italy,Tuscany,True,Varietal,,Bone-Dry,85,13,2
United States of America,Oregon,True,Blend,Red,Bone-Dry,93,97,2
Italy,Sicily & Sardinia,False,Varietal,Red,Bone-Dry,83,24,1
United States of America,California,True,Varietal,Red,Bone-Dry,87,31,3
Chile,Casablanca Valley,False,Blend,Red,Bone-Dry,93,36,1
Germany,Nahe,False,Varietal,White,Dry,88,11,1
Austria,Kremstal,False,Varietal,White,Dry,93,28,1
Chile,Colchagua Valley,False,Varietal,Red,Bone-Dry,80,13,1
Portugal,Vinho Verde,False,Varietal,White,Bone-Dry,91,18,2
New Zealand,Marlborough,False,Varietal,White,Dry,85,12,1
United States of America,California,True,Varietal,Red,Bone-Dry,82,34,4
Italy,Sicily & Sardinia,False,Varietal,,Bone-Dry,91,45,1
United States of America,California,True,Varietal,Red,Bone-Dry,85,12,15
Austria,Burgenland,False,Blend,Red,Bone-Dry,91,50,1
United States of America,California,True,Varietal,,Sweet,84,8,1
Australia,Western Australia,False,Varietal,White,Bone-Dry,91,17,1
Portugal,Tejo,False,Varietal,Red,Bone-Dry,86,14,5
United States of America,Oregon,True,Varietal,White,Off-Dry,90,24,1
United States of America,California,True,Blend,Red,Bone-Dry,94,275,2
United States of America,California,True,Varietal,White,Dry,90,68,1
Spain,Levante,False,Varietal,Red,Bone-Dry,88,9,1
United States of America,California,True,Varietal,Red,Dry,88,29,6
United States of America,Washington,True,Blend,Red,Sweet,88,45,1
France,Southwest France,False,Varietal,Red,Bone-Dry,86,12,6
United States of America,California,True,Varietal,Red,Bone-Dry,89,24,22
France,Loire Valley,False,Varietal,Red,Dry,88,26,1
United States of America,New Mexico,False,Varietal,Red,Bone-Dry,85,19,1
Italy,Northeastern Italy,False,Blend,White,Bone-Dry,89,26,1
France,Southwest France,False,Blend,Red,Bone-Dry,86,12,5
United States of America,California,True,Varietal,Red,Bone-Dry,84,25,35
United States of America,California,True,Blend,Red,Bone-Dry,93,49,2
France,Burgundy,True,Varietal,Red,Bone-Dry,88,26,1
United States of America,Washington,True,Blend,Red,Sweet,88,8,1
Italy,Southern Italy,False,Varietal,,Bone-Dry,87,20,8
United States of America,Oregon,True,Blend,White,Off-Dry,87,21,1
United States of America,Washington,True,Blend,Red,Sweet,90,35,2
United States of America,New York,True,Varietal,White,Bone-Dry,88,17,2
Italy,Sicily & Sardinia,False,Varietal,Red,Dry,92,90,3
Italy,Veneto,False,Varietal,Red,Bone-Dry,90,22,1
United States of America,Washington,True,Blend,Red,Bone-Dry,89,80,1
Italy,Southern Italy,False,Varietal,Red,Bone-Dry,90,27,1
Argentina,Mendoza Province,True,Varietal,White,Bone-Dry,84,17,1
Italy,Veneto,False,Sparkling,Rosé,Off-Dry,85,15,2
South Africa,Elgin,False,Varietal,White,Sweet,91,20,1
Spain,Catalonia,False,Blend,White,Sweet,82,40,1
Italy,Piedmont,True,Varietal,,Sweet,87,22,2
Germany,Rheingau,False,Varietal,White,Dry,90,16,1
Chile,Leyda Valley,False,Varietal,Red,Bone-Dry,87,18,3
France,Provence,False,Varietal,Rosé,Bone-Dry,92,32,1
United States of America,Virginia,False,Varietal,White,Bone-Dry,86,12,1
United States of America,California,True,Varietal,Red,Sweet,83,13,1
Portugal,Dão,False,Varietal,Red,Bone-Dry,86,8,1
France,Loire Valley,False,Varietal,White,Dry,88,17,2
Portugal,Alentejo,False,Varietal,Red,Dry,88,11,1
United States of America,Washington,True,Varietal,Red,Bone-Dry,91,40,32
Germany,Mosel-Saar-Ruwer,False,Varietal,White,Sweet,92,99,1
Austria,Burgenland,False,Blend,White,Bone-Dry,89,23,1
Argentina,Other,False,Varietal,Red,Dry,88,20,1
France,Burgundy,True,Varietal,Red,Bone-Dry,94,115,1
United States of America,America,False,Blend,Red,Bone-Dry,85,19,1
United States of America,Washington,True,Blend,Red,Sweet,88,40,1
Portugal,Port,False,Varietal,Red,Bone-Dry,92,50,2
United States of America,Washington,True,Varietal,Red,Dry,86,33,1
Australia,Victoria,False,Varietal,,Sweet,92,100,2
Italy,Veneto,False,Varietal,White,Off-Dry,87,17,1
Australia,South Australia,False,Blend,Red,Bone-Dry,94,100,1
France,Bordeaux,True,Blend,Red,Dry,95,60,1
United States of America,New York,True,Varietal,Red,Dry,87,24,2
United States of America,California,True,Varietal,Red,Bone-Dry,86,53,1
France,France Other,False,Varietal,Red,Bone-Dry,91,60,1
Italy,Southern Italy,False,Varietal,Red,Sweet,84,12,1
France,Champagne,False,Sparkling,Rosé,Dry,88,53,1
United States of America,Idaho,False,Varietal,White,Bone-Dry,82,16,1
United States of America,Washington,True,Varietal,Rosé,Off-Dry,88,22,1
France,Loire Valley,False,Varietal,White,Off-Dry,90,16,2
France,Burgundy,True,Varietal,White,Bone-Dry,89,51,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,85,75,1
Italy,Northeastern Italy,False,Blend,White,Bone-Dry,86,15,1
Spain,Northern Spain,True,Blend,Red,Dry,84,18,1
Italy,Veneto,False,Varietal,,Bone-Dry,86,11,2
Austria,Carnuntum,False,Varietal,,Bone-Dry,92,45,1
Chile,Maule Valley,False,Varietal,White,Bone-Dry,85,9,2
Spain,Northern Spain,True,Blend,Red,Bone-Dry,89,13,1
United States of America,Oregon,True,Varietal,Red,Bone-Dry,86,75,1
United States of America,California,True,Varietal,Red,Sweet,93,250,1
United States of America,Arizona,False,Blend,Red,Bone-Dry,85,47,1
United States of America,California,True,Blend,Rosé,Bone-Dry,82,20,1
Portugal,Lisboa,False,Varietal,Red,Dry,90,15,1
Germany,Pfalz,False,Varietal,White,Dry,92,26,1
United States of America,Washington,True,Blend,Red,Bone-Dry,86,45,1
Italy,Veneto,False,Varietal,White,Bone-Dry,87,26,4
Portugal,Lisboa,False,Varietal,,Bone-Dry,86,15,1
United States of America,Oregon,True,Varietal,White,Bone-Dry,92,75,5
Spain,Galicia,False,Varietal,White,Bone-Dry,90,15,2
United States of America,Washington,True,Varietal,White,Off-Dry,83,9,1
United States of America,Washington,True,Blend,Red,Dry,89,29,1
Portugal,Douro,False,Blend,Red,Bone-Dry,90,36,1
France,Alsace,False,Sparkling,White,Off-Dry,90,30,1
United States of America,New York,True,Varietal,White,Dry,84,20,3
